conv_index,model_type,decoding,context,knowledge,response,Avg Factual Correctness,Hallucination,Verifiable
263,GPT2-small,nucleus,"A: Running is the way I relax.<br>B: Do you like to participate in competitive running at events like festivals?<br>A: Running<br>B: I'm guessing that's a yes. I to participate in running because the sport is easily accessible. There are events all over. <br>A: No, I just run on the weekends.<br>","Running Records of competitive racing date back to the Tailteann Games in Ireland in 1829 BCE, while the first recorded Olympic Games took place in 776 BCE.","Wow, that sounds great. That's a good way to start. I guess there's a lot of competition.",0.0,No,n
265,GPT2-small,nucleus,"A: A roller coaster is an amusement ride with tight turns and sometimes inversions.<br>B: I'm not a big fan of roller coasters. I've gotten too fat for them and am afraid I won't fit.<br>A: With wooden coasters, there are limits of wood and they do not have inversions.<br>B: Wooden coasters are always much more rough when riding.<br>A: Sometimes the structure is made out of steel, but the ride is classified as wooden regardless.<br>B: What's your favorite wooden coaster?<br>",Wooden roller coaster A wooden roller coaster is most often classified as a roller coaster with running rails made of flattened steel strips mounted on laminated wooden track.,I really like the wooden one with running rails.,0.0,No,y
266,GPT2-small,nucleus,"A: i like pop music :) It originated in US and UK in the mid 1950s<br>B: What do you consider pop music though?  is it just what's popular or does it have a certain sound?<br>A: It's funny because pop music includes many different styles<br>B: When I think of it, I think of boy bands and Britney Spears.<br>A: yes, that's exactly what i think Backstreet Boys, Nsync, Britney Spears <br>B: Although if you think about it, The Beatles were a boy band of sorts.<br>",The Beatles The Beatles were an English rock band formed in Liverpool in 1960.,Yes. They were formed in Liverpool in 1960,1.0,No,y
267,GPT2-small,nucleus,"A: I love how classical music plays on the chords of my soul.  Sadly, I couldn't tell you the name of more than 3 classical music composers.  What are some big names to go along with Mozart and Beethoven?<br>B: it is hard to know who was popular since most music was developed between 1550 and 1900<br>A: Yeah there wasn't google keep track of clicks in the 1600s eh.  Who are some of the composers from that era you mentioned?<br>B: There is not much information available to me, but like you said, Mozart and Beethoven are my far the most well known<br>A: How would one define classical music?  I think my ears can recognize what's classical and what isn't but i couldn't put that difference into words myself.<br>","Classical music Classical music is art music produced or rooted in the traditions of Western culture, including both liturgical (religious) and secular music.","Classical music is art music produced or rooted in the traditions of Western culture, including both liturgical (religious) and secular music.",1.0,No,y
268,GPT2-small,nucleus,"A: Veganism is abstaining from consuming any animal products.<br>B: Can you wear animal products if you're a vegan?<br>A: ""Ethical vegans"" extend the philosophy into other areas other than food consumption.<br>B: What are the other reasons someone might be a vegan? Other than the ethical ones?<br>A: Well executed vegan diets might reduce the risk of chronic diseases.<br>B: What do you mean by ""well executed""?<br>","Veganism They are regarded as appropriate for all stages of life including during infancy and pregnancy by the American Academy of Nutrition and Dietetics, Dietitians of Canada, and the British Dietetic Association.",Well executed vegan diets are considered appropriate for all stages of life including during infancy and pregnancy.,1.0,No,n
269,GPT2-small,nucleus,A: I love to tell jokes.<br>B: Me too. I love how it takes form of a story with a punch line at the end.<br>A: I enjoy watching comedy shows too<br>B: Whats your favourite show?<br>A: I don not really have a favorite<br>,"British Comedy Guide British Comedy Guide or BCG (formerly the British Sitcom Guide or BSG) is a British website covering all forms of British comedy, across all media.","I like British Comedy Guide, which is a British website covering all forms of British comedy.",1.0,No,y
270,GPT2-small,nucleus,"A: I really love McDonald's. They have some really good food, Do you know about them? <br>B: Oh yeah the golden arches? Richard and Maurice McDonald opened the first one in the 40's in San Bernardino, California.<br>A: Wow way back in the 40's? Thats wild. What kind of food did they have back then, was it the same stuff served today at McDonald's?<br>B: Well first they opened as just a restaurant, but later re branded to a hamburger stand.  I doubt back then the food looked anything like what it does today though.<br>A: Thats true I bet now they use more processed stuff. Was Ronald McDonald still around when they opened? <br>",Ronald McDonald Ronald McDonald is a clown character used as the primary mascot of the McDonald's fast-food restaurant chain.,"I'm not sure, but he is a clown character used as the primary mascot of McDonald's fast-food chain.",1.0,No,y
271,GPT2-small,nucleus,"A: The Golf channel is interesting to watch.<br>B: Yes, i agree. My husband watches it the most. He is an avid golf player <br>A: yes we watch it on NBC.<br>B: Do you play golf as well ? <br>A: No my spouse does.<br>B: I enjoy watching several sports related channels. My favorite channel is ESPN. Do you have a favorite ?<br>",The Sports Network The Sports Network (TSN) is a Canadian English language sports specialty service.,I love the Sports Network.,1.0,No,y
272,GPT2-small,nucleus,"A: Hi,what do you know about big farming? <br>B: Pig are primarily farmed just so they can be eaten by humans.  How sad but true.<br>A: OK,But there are some cultural and religion that detested eating pork meat .Is that true?<br>B: I think the quakers detest it in Utah.  To think in other nations thousands of pigs are housed in such terrible conditions.  I can't imagine being a pig.  <br>A: Pig farming<br>",Pig farming Pigs have been farmed to dispose of municipal garbage on a large scale.,"Yes, they are farmed to dispose of municipal garbage.  I wonder if that has anything to do with the fact that pigs have been farmed to dispose of municipal garbage.",1.0,No,y
273,GPT2-small,nucleus,"A: Hi! do you like E-books?<br>B: I do, there are some e books that do not have a print equivalent.<br>A: yes there is a very large selection. <br>B: I winder if there is an e book about Jon Davison. The lead singer of the band Yes.<br>A: I bet there is. You could search for that in your E-reader. It is like having a librarian with you on the go. <br>",Librarian The role of a librarian is continually evolving to meet social and technological needs.,I bet you could. The role of a librarian is continually evolving to meet social and technological needs.,1.0,No,y
274,GPT2-small,nucleus,"A: I love cats, i have one names Sam is a small, typically furry, carnivorous mammal.<br>B: Cats are my favorite animal, I have one too, I think he is a tom since he is a boy<br>A: that is neat. They are often called house cats when kept as indoor pets.<br>B: Ahh, that totally makes since, I never let my kitty outside, I am terrified of the gross things they may bring back inside the house!<br>A: Cats are great pets. They are often valued by humans for companionship <br>B: Pooter, my cat, gives me great companionship, do they offer anything else, they are pretty easy to care for<br>",Cat There are more than seventy cat breeds recognized by various cat registries.,"I have one cat called Loves Me, I think he is a great companion. Cats are recognized by different cat registries",0.5,No,y
